#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
makeLocusGraph_chromId_523_chr12_KN538369v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_523_chr12_KN538369v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_KN538369v1_fix:1-541038 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_524_chr12_KN196482v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_524_chr12_KN196482v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_KN196482v1_fix:1-211377 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_525_chr12_KZ208918v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_525_chr12_KZ208918v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_KZ208918v1_alt:1-174808 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_526_chr12_KQ759760v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_526_chr12_KQ759760v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_KQ759760v1_fix:1-315610 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_527_chr12_KZ208917v1_fix_0000_to_chromId_528_chr12_KN538370v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_527_chr12_KZ208917v1_fix_0000_to_chromId_528_chr12_KN538370v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_KZ208917v1_fix:1-64689 --region chr12_KN538370v1_fix:1-86533 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_529_chr13_KN538372v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_529_chr13_KN538372v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr13_KN538372v1_fix:1-356766 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_530_chr13_KQ090024v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_530_chr13_KQ090024v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr13_KQ090024v1_alt:1-168146 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_531_chr13_KN196483v1_fix_0000_to_chromId_532_chr13_KN538373v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_531_chr13_KN196483v1_fix_0000_to_chromId_532_chr13_KN538373v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr13_KN196483v1_fix:1-35455 --region chr13_KN538373v1_fix:1-148762 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_533_chr13_KQ090025v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_533_chr13_KQ090025v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr13_KQ090025v1_alt:1-123480 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_534_chr13_KN538371v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_534_chr13_KN538371v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr13_KN538371v1_fix:1-206320 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_535_chr14_KZ208920v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_535_chr14_KZ208920v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr14_KZ208920v1_fix:1-690932 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_536_chr14_KZ208919v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_536_chr14_KZ208919v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr14_KZ208919v1_alt:1-171798 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_537_chr15_KN538374v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_537_chr15_KN538374v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr15_KN538374v1_fix:1-4998962 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_538_chr15_KQ031389v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_538_chr15_KQ031389v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr15_KQ031389v1_alt:1-2365364 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_539_chr16_KQ090026v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_539_chr16_KQ090026v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr16_KQ090026v1_alt:1-59016 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_540_chr16_KV880768v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_540_chr16_KV880768v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr16_KV880768v1_fix:1-1927115 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_541_chr16_KQ090027v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_541_chr16_KQ090027v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr16_KQ090027v1_alt:1-267463 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_542_chr16_KZ208921v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_542_chr16_KZ208921v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr16_KZ208921v1_alt:1-78609 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_543_chr16_KQ031390v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_543_chr16_KQ031390v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr16_KQ031390v1_alt:1-169136 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_544_chr17_KV766196v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_544_chr17_KV766196v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_KV766196v1_fix:1-281919 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_545_chr17_KV575245v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_545_chr17_KV575245v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_KV575245v1_fix:1-154723 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_546_chr17_KV766198v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_546_chr17_KV766198v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_KV766198v1_alt:1-276292 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_547_chr17_KV766197v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_547_chr17_KV766197v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr17_KV766197v1_alt:1-246895 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
